precinct_code,VOTE FOR 1
HUB 1-A,206
HUB 1-B,214
HUB 1-C,146
HUB 1-D,212
HUB 2-A,160
HUB 2-B,212
HUB 3-A,150
HUB 3-B,105
HUB 3-C,140
HUB 3-D,216
HUB 3-E,152
HUB 4-A,207
HUB 4-B,188
HUB 4-C,190
HUB 4-D,161
HUB 5-A,181
HUB 5-B,167
HUB 5-C,173
HUB 5-D,197
HUB 6-A,111
HUB 6-B,211
HUB 6-C,210
HUB 6-D,195
