precinct_code,VOTE FOR 1
DAY 7-B,53.0
HUB 1-A,
HUB 1-B,
HUB 1-C,
HUB 1-D,
HUB 2-A,
HUB 2-B,
HUB 3-A,
HUB 3-B,
HUB 3-C,
HUB 3-D,
HUB 3-E,
HUB 4-A,
HUB 4-B,
HUB 4-C,
HUB 4-D,
HUB 5-A,
HUB 5-B,
HUB 5-C,
HUB 5-D,
HUB 6-A,
HUB 6-B,
HUB 6-C,
HUB 6-D,
